排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第91,牙买加,￥61.23855亿元,美洲国家,1982
排名第92,塞内加尔,￥58.8723亿元,非洲国家,1982
排名第93,黎巴嫩,￥50.27808亿元,亚洲国家,1982
排名第94,尼加拉瓜,￥47.26821亿元,美洲国家,1982
排名第95,巴哈马,￥44.93982亿元,美洲国家,1982
排名第96,尼泊尔,￥44.2962亿元,亚洲国家,1982
排名第97,几内亚,￥44.20155亿元,非洲国家,1982
排名第98,塞浦路斯,￥43.89867亿元,亚洲国家,1982
排名第99,阿尔巴尼亚,￥43.46328亿元,欧洲国家,1982
排名第100,塞拉利昂,￥38.8065亿元,非洲国家,1982
排名第101,马拉维,￥38.73078亿元,非洲国家,1982
排名第102,尼日尔,￥38.20074亿元,非洲国家,1982
排名第103,海地,￥33.5061亿元,美洲国家,1982
排名第104,布基纳法索,￥32.54067亿元,非洲国家,1982
排名第105,卢旺达,￥28.86825亿元,非洲国家,1982
排名第106,刚果,￥28.18677亿元,非洲国家,1982
排名第107,马里,￥27.78924亿元,非洲国家,1982
排名第108,苏里南,￥25.97196亿元,美洲国家,1982
排名第109,斐济,￥23.13246亿元,大洋州国家,1982
排名第110,巴巴多斯,￥22.16703亿元,美洲国家,1982
排名第111,贝宁,￥21.35304亿元,非洲国家,1982
排名第112,老挝,￥21.18267亿元,亚洲国家,1982
排名第113,博茨瓦纳,￥20.72835亿元,非洲国家,1982
排名第114,斯威士兰,￥20.67156亿元,非洲国家,1982
排名第115,毛里求斯,￥20.23617亿元,非洲国家,1982
排名第116,布隆迪,￥19.78185亿元,非洲国家,1982
排名第117,乍得,￥15.97692亿元,非洲国家,1982
排名第118,多哥,￥13.85676亿元,非洲国家,1982
排名第119,中非,￥13.61067亿元,非洲国家,1982
排名第120,圭亚那,￥8.68887亿元,美洲国家,1982
排名第121,莱索托,￥7.66665亿元,非洲国家,1982
排名第122,冈比亚,￥6.2469亿元,,1982
排名第123,几内亚比绍,￥4.71357亿元,非洲国家,1982
排名第124,所罗门群岛,￥3.53991亿元,大洋州国家,1982
排名第125,伯利兹,￥3.38847亿元,美洲国家,1982
排名第126,安提瓜和巴布达,￥3.10452亿元,美洲国家,1982
排名第127,圣卢西亚,￥3.0288亿元,美洲国家,1982
排名第128,佛得角,￥2.93415亿元,非洲国家,1982
排名第129,塞舌尔,￥2.80164亿元,非洲国家,1982
排名第130,不丹,￥2.72592亿元,亚洲国家,1982
排名第131,科摩罗,￥2.38518亿元,非洲国家,1982
排名第132,格林纳达,￥2.36625亿元,美洲国家,1982
排名第133,西萨摩亚,￥2.25267亿元,大洋州国家,1982
排名第134,瓦努阿图,￥2.15802亿元,大洋州国家,1982
排名第135,圣文森特和格林纳丁斯,￥2.15802亿元,美洲国家,1982
排名第136,多米尼克,￥1.7037亿元,美洲国家,1982
排名第137,马尔代夫,￥1.64691亿元,亚洲国家,1982
排名第138,汤加,￥1.53333亿元,大洋州国家,1982
排名第139,圣多美和普林西比Sao,￥1.53333亿元,,1982
排名第140,圣基茨和尼维斯,￥1.49547亿元,美洲国家,1982
排名第141,基里巴斯,￥.77613亿元,大洋州国家,1982
排名第142,赤道几内亚,￥.66255亿元,非洲国家,1982
排名第143,亚美尼亚,￥0亿元,亚洲国家,1982
排名第144,波斯尼亚和黑塞哥维那,￥0亿元,,1982
排名第145,白俄罗斯,￥0亿元,欧洲国家,1982
排名第146,文莱,￥0亿元,亚洲国家,1982
排名第147,瑙鲁,￥0亿元,大洋州国家,1982
排名第148,阿塞拜疆,￥0亿元,亚洲国家,1982
排名第149,柬埔寨,￥0亿元,亚洲国家,1982
排名第150,斯洛文尼亚,￥0亿元,欧洲国家,1982
排名第151,中国澳门,￥0亿元,亚洲,1982
排名第152,缅甸,￥0亿元,亚洲国家,1982
排名第153,纳米比亚,￥0亿元,非洲国家,1982
排名第154,尼日利亚,￥0亿元,非洲国家,1982
排名第155,贝劳,￥0亿元,,1982
排名第156,俄罗斯,￥0亿元,欧洲国家,1982
排名第157,密克罗尼西亚,￥0亿元,大洋州国家,1982
排名第158,斯洛伐克,￥0亿元,欧洲国家,1982
排名第159,毛里塔尼亚,￥0亿元,非洲国家,1982
排名第160,索马里,￥0亿元,非洲国家,1982
排名第161,塔吉克斯坦,￥0亿元,亚洲国家,1982
排名第162,土库曼斯坦,￥0亿元,亚洲国家,1982
排名第163,图瓦卢,￥0亿元,大洋州国家,1982
排名第164,乌克兰,￥0亿元,欧洲国家,1982
排名第165,乌兹别克斯坦,￥0亿元,亚洲国家,1982
排名第166,也门,￥0亿元,亚洲国家,1982
排名第167,圣马力诺,￥0亿元,欧洲国家,1982
排名第168,拉脱维亚,￥0亿元,欧洲国家,1982
排名第169,捷克,￥0亿元,欧洲国家,1982
排名第170,吉布提,￥0亿元,非洲国家,1982
排名第171,厄立特里亚,￥0亿元,非洲国家,1982
排名第172,爱沙尼亚,￥0亿元,欧洲国家,1982
排名第173,格鲁吉亚,￥0亿元,亚洲国家,1982
排名第174,伊拉克,￥0亿元,亚洲国家,1982
排名第175,摩尔多瓦,￥0亿元,欧洲国家,1982
排名第176,哈萨克斯坦,￥0亿元,亚洲国家,1982
排名第177,克罗地亚,￥0亿元,欧洲国家,1982
排名第178,阿富汗,￥0亿元,亚洲国家,1982
排名第179,马耳他,￥0亿元,欧洲国家,1982
排名第180,津巴布韦,￥0亿元,非洲国家,1982
排名第181,利比里亚,￥0亿元,非洲国家,1982
排名第182,立陶宛,￥0亿元,欧洲国家,1982
排名第183,马斯顿,￥0亿元,欧洲,1982
排名第184,马绍尔群岛,￥0亿元,大洋州国家,1982
排名第185,吉尔吉斯斯坦,￥0亿元,亚洲国家,1982
排名第1,美国,￥71889.4488亿元,美洲国家,1983
排名第2,日本,￥24190.9824亿元,亚洲国家,1983
排名第3,德国,￥13621.87216亿元,欧洲国家,1983
排名第4,法国,￥11156.14032亿元,欧洲国家,1983
排名第5,英国,￥10440.05768亿元,欧洲国家,1983
排名第6,意大利,￥8886.84264亿元,欧洲国家,1983
排名第7,加拿大,￥6729.268亿元,美洲国家,1983
排名第8,中国,￥6079.81608亿元,亚洲国家,1983
排名第9,印度,￥4387.68824亿元,亚洲国家,1983
排名第10,澳大利亚,￥3549.90376亿元,大洋州国家,1983
排名第11,西班牙,￥3407.19704亿元,欧洲国家,1983
排名第12,墨西哥,￥3304.86亿元,美洲国家,1983
排名第13,伊朗,￥3044.50224亿元,亚洲国家,1983
排名第14,荷兰,￥2960.52224亿元,欧洲国家,1983
排名第15,巴西,￥2898.83152亿元,美洲国家,1983
排名第16,沙特阿拉伯,￥2552.61656亿元,亚洲国家,1983
排名第17,阿根廷,￥2227.36696亿元,美洲国家,1983
排名第18,瑞士,￥2199.01136亿元,欧洲国家,1983
排名第19,印度尼西亚,￥2038.22424亿元,亚洲国家,1983
排名第20,瑞典,￥2022.75216亿元,欧洲国家,1983
排名第21,南非,￥1727.35992亿元,非洲国家,1983
排名第22,韩国,￥1719.65352亿元,亚洲国家,1983
排名第23,比利时,￥1689.48亿元,欧洲国家,1983
排名第24,土耳其,￥1677.74256亿元,亚洲国家,1983
排名第25,委内瑞拉,￥1574.31872亿元,美洲国家,1983
排名第26,波兰,￥1490.02256亿元,欧洲国家,1983
排名第27,奥地利,￥1400.47024亿元,欧洲国家,1983
排名第28,挪威,￥1217.82856亿元,欧洲国家,1983
排名第29,丹麦,￥1198.444亿元,欧洲国家,1983
排名第30,哥伦比亚,￥1071.96024亿元,美洲国家,1983
排名第31,中国台湾,￥1070.24112亿元,亚洲,1983
排名第32,芬兰,￥1009.0444亿元,欧洲国家,1983
排名第33,希腊,￥980.76784亿元,欧洲国家,1983
排名第34,阿尔及利亚,￥939.17304亿元,非洲国家,1983
排名第35,泰国,￥817.39216亿元,亚洲国家,1983
排名第36,加纳,￥761.60968亿元,非洲国家,1983
排名第37,阿闻酋,￥757.6972亿元,亚洲国家,1983
排名第38,巴基斯坦,￥738.41144亿元,亚洲国家,1983
排名第39,埃及,￥736.13904亿元,非洲国家,1983
排名第40,菲律宾,￥728.96616亿元,亚洲国家,1983
排名第41,马来西亚,￥637.97136亿元,亚洲国家,1983
排名第42,利比亚,￥631.58888亿元,非洲国家,1983
排名第43,以色列,￥596.4556亿元,亚洲国家,1983
排名第44,中国香港,￥590.96232亿元,亚洲,1983
排名第45,保加利亚,￥570.4712亿元,欧洲国家,1983
排名第46,葡萄牙,￥558.6152亿元,欧洲国家,1983
排名第47,越南,￥547.86576亿元,亚洲国家,1983
排名第48,新西兰,￥443.67128亿元,大洋州国家,1983
排名第49,匈牙利,￥430.25424亿元,欧洲国家,1983
排名第50,孟加拉国,￥418.2204亿元,亚洲国家,1983
排名第51,智利,￥408.51824亿元,美洲国家,1983
排名第52,爱尔兰,￥406.9572亿元,欧洲国家,1983
排名第53,科威特,￥401.46392亿元,亚洲国家,1983
排名第54,秘鲁,￥372.65384亿元,美洲国家,1983
排名第55,叙利亚,￥368.50424亿元,亚洲国家,1983
排名第56,新加坡,￥355.64048亿元,亚洲国家,1983
排名第57,波多黎各,￥341.39352亿元,美洲,1983
排名第58,摩洛哥,￥322.00896亿元,非洲国家,1983
排名第59,厄瓜多尔,￥298.94904亿元,美洲国家,1983
排名第60,坦桑尼亚,￥205.998亿元,非洲国家,1983
排名第61,多米尼加共和国,￥186.94936亿元,,1983
排名第62,突尼斯,￥181.83152亿元,非洲国家,1983
排名第63,埃塞俄比亚,￥175.13288亿元,非洲国家,1983
排名第64,阿曼,￥167.78216亿元,亚洲国家,1983
排名第65,肯尼亚,￥167.3672亿元,非洲国家,1983
排名第66,危地马拉,￥166.10256亿元,美洲国家,1983
排名第67,喀麦隆,￥166.00376亿元,非洲国家,1983
排名第68,特立尼达和多巴哥,￥153.41664亿元,美洲国家,1983
排名第69,乌干达,￥146.48088亿元,非洲国家,1983
排名第70,苏丹,￥139.5056亿元,非洲国家,1983
排名第71,科特迪瓦,￥133.73568亿元,非洲国家,1983
排名第72,卡塔尔,￥127.80768亿元,亚洲国家,1983
排名第73,斯里兰卡,￥120.39768亿元,亚洲国家,1983
排名第74,巴拉圭,￥119.92344亿元,美洲国家,1983
排名第75,安哥拉,￥114.37088亿元,非洲国家,1983
排名第76,乌拉圭,￥110.83384亿元,美洲国家,1983
排名第77,巴拿马,￥102.4556亿元,美洲国家,1983
排名第78,约旦,￥97.25872亿元,亚洲国家,1983
排名第79,卢森堡,￥88.74216亿元,欧洲国家,1983
排名第80,巴林,￥86.31168亿元,亚洲国家,1983
排名第81,洪都拉斯,￥83.13032亿元,美洲国家,1983
排名第82,巴布亚新几内亚,￥76.3724亿元,大洋州国家,1983
排名第83,莫桑比克,￥75.83888亿元,非洲国家,1983
排名第84,加蓬,￥72.89464亿元,非洲国家,1983
排名第85,黎巴嫩,￥72.3216亿元,亚洲国家,1983
排名第86,赞比亚,￥72.18328亿元,非洲国家,1983
排名第87,玻利维亚,￥71.31384亿元,美洲国家,1983
排名第88,蒙古,￥70.9384亿元,亚洲国家,1983
排名第89,马达加斯加,￥69.39712亿元,非洲国家,1983
排名第90,萨尔瓦多,￥64.22亿元,美洲国家,1983
排名第91,尼加拉瓜,￥57.304亿元,美洲国家,1983
排名第92,牙买加,￥56.81亿元,美洲国家,1983
排名第93,冰岛,￥55.48608亿元,欧洲国家,1983
排名第94,塞内加尔,￥54.81424亿元,非洲国家,1983
排名第95,巴哈马,￥52.22568亿元,美洲国家,1983
排名第96,尼泊尔,￥50.5856亿元,亚洲国家,1983
排名第97,塞浦路斯,￥45.86296亿元,亚洲国家,1983
排名第98,阿尔巴尼亚,￥45.82344亿元,欧洲国家,1983
排名第99,几内亚,￥45.13184亿元,非洲国家,1983
排名第100,马拉维,￥41.91096亿元,非洲国家,1983
排名第101,老挝,￥40.44872亿元,亚洲国家,1983
排名第102,海地,￥37.544亿元,美洲国家,1983
排名第103,尼日尔,￥35.62728亿元,非洲国家,1983
排名第104,塞拉利昂,￥35.21232亿元,非洲国家,1983
排名第105,卢旺达,￥32.18904亿元,非洲国家,1983
排名第106,布基纳法索,￥31.04296亿元,非洲国家,1983
排名第107,马里,￥28.01968亿元,非洲国家,1983
排名第108,刚果,￥26.75504亿元,非洲国家,1983
排名第109,苏里南,￥26.182亿元,美洲国家,1983
排名第110,巴巴多斯,￥24.56168亿元,美洲国家,1983
排名第111,博茨瓦纳,￥23.9096亿元,非洲国家,1983
排名第112,斯威士兰,￥23.39584亿元,非洲国家,1983
排名第113,斐济,￥22.70424亿元,大洋州国家,1983
排名第114,毛里求斯,￥22.36832亿元,非洲国家,1983
排名第115,布隆迪,￥21.85456亿元,非洲国家,1983
排名第116,贝宁,￥19.74024亿元,非洲国家,1983
排名第117,乍得,￥16.67744亿元,非洲国家,1983
排名第118,多哥,￥13.89128亿元,非洲国家,1983
排名第119,中非,￥13.6344亿元,非洲国家,1983
排名第120,圭亚那,￥9.20816亿元,美洲国家,1983
排名第121,莱索托,￥8.81296亿元,非洲国家,1983
排名第122,冈比亚,￥6.56032亿元,,1983
排名第123,几内亚比绍,￥5.55256亿元,非洲国家,1983
排名第124,伯利兹,￥3.73464亿元,美洲国家,1983
排名第125,安提瓜和巴布达,￥3.59632亿元,美洲国家,1983
排名第126,所罗门群岛,￥3.47776亿元,大洋州国家,1983
排名第127,圣卢西亚,￥3.41848亿元,美洲国家,1983
排名第128,不丹,￥3.08256亿元,亚洲国家,1983
排名第129,佛得角,￥3.00352亿元,非洲国家,1983
排名第130,塞舌尔,￥2.90472亿元,非洲国家,1983
排名第131,格林纳达,￥2.60832亿元,美洲国家,1983
排名第132,科摩罗,￥2.41072亿元,非洲国家,1983
排名第133,圣文森特和格林纳丁斯,￥2.41072亿元,美洲国家,1983
排名第134,瓦努阿图,￥2.31192亿元,大洋州国家,1983
排名第135,西萨摩亚,￥2.1736亿元,大洋州国家,1983
排名第136,多米尼克,￥1.95624亿元,美洲国家,1983
排名第137,马尔代夫,￥1.85744亿元,亚洲国家,1983
排名第138,汤加,￥1.5808亿元,大洋州国家,1983
排名第139,圣基茨和尼维斯,￥1.54128亿元,美洲国家,1983
排名第140,圣多美和普林西比Sao,￥1.50176亿元,,1983
排名第141,赤道几内亚,￥.7904亿元,非洲国家,1983
排名第142,基里巴斯,￥.75088亿元,大洋州国家,1983
排名第143,瑙鲁,￥0亿元,大洋州国家,1983
排名第144,阿塞拜疆,￥0亿元,亚洲国家,1983
排名第145,柬埔寨,￥0亿元,亚洲国家,1983
排名第146,亚美尼亚,￥0亿元,亚洲国家,1983
排名第147,波斯尼亚和黑塞哥维那,￥0亿元,,1983
排名第148,白俄罗斯,￥0亿元,欧洲国家,1983
排名第149,文莱,￥0亿元,亚洲国家,1983
排名第150,斯洛文尼亚,￥0亿元,欧洲国家,1983
排名第151,中国澳门,￥0亿元,亚洲,1983
排名第152,缅甸,￥0亿元,亚洲国家,1983
排名第153,纳米比亚,￥0亿元,非洲国家,1983
排名第154,尼日利亚,￥0亿元,非洲国家,1983
排名第155,贝劳,￥0亿元,,1983
排名第156,俄罗斯,￥0亿元,欧洲国家,1983
排名第157,密克罗尼西亚,￥0亿元,大洋州国家,1983
排名第158,斯洛伐克,￥0亿元,欧洲国家,1983
排名第159,毛里塔尼亚,￥0亿元,非洲国家,1983
排名第160,索马里,￥0亿元,非洲国家,1983
排名第161,塔吉克斯坦,￥0亿元,亚洲国家,1983
排名第162,土库曼斯坦,￥0亿元,亚洲国家,1983
排名第163,图瓦卢,￥0亿元,大洋州国家,1983
排名第164,乌克兰,￥0亿元,欧洲国家,1983
排名第165,乌兹别克斯坦,￥0亿元,亚洲国家,1983
排名第166,也门,￥0亿元,亚洲国家,1983
排名第167,圣马力诺,￥0亿元,欧洲国家,1983
排名第168,拉脱维亚,￥0亿元,欧洲国家,1983
排名第169,捷克,￥0亿元,欧洲国家,1983
排名第170,吉布提,￥0亿元,非洲国家,1983
排名第171,厄立特里亚,￥0亿元,非洲国家,1983
排名第172,爱沙尼亚,￥0亿元,欧洲国家,1983
排名第173,格鲁吉亚,￥0亿元,亚洲国家,1983
排名第174,伊拉克,￥0亿元,亚洲国家,1983
排名第175,摩尔多瓦,￥0亿元,欧洲国家,1983
排名第176,哈萨克斯坦,￥0亿元,亚洲国家,1983
排名第177,克罗地亚,￥0亿元,欧洲国家,1983
排名第178,阿富汗,￥0亿元,亚洲国家,1983
排名第179,马耳他,￥0亿元,欧洲国家,1983
排名第180,津巴布韦,￥0亿元,非洲国家,1983
排名第181,利比里亚,￥0亿元,非洲国家,1983
排名第182,立陶宛,￥0亿元,欧洲国家,1983
排名第183,马斯顿,￥0亿元,欧洲,1983
排名第184,马绍尔群岛,￥0亿元,大洋州国家,1983
排名第185,吉尔吉斯斯坦,￥0亿元,亚洲国家,1983
排名第1,美国,￥93784.647亿元,美洲国家,1984
排名第2,日本,￥30131.6862亿元,亚洲国家,1984
排名第3,德国,￥15076.24118亿元,欧洲国家,1984
排名第4,法国,￥12401.86893亿元,欧洲国家,1984
排名第5,英国,￥11616.67463亿元,欧洲国家,1984
排名第6,意大利,￥10312.34226亿元,欧洲国家,1984
排名第7,加拿大,￥8248.20733亿元,美洲国家,1984
排名第8,中国,￥7349.81786亿元,亚洲国家,1984
排名第9,印度,￥5003.05476亿元,亚洲国家,1984
排名第10,澳大利亚,￥4579.93646亿元,大洋州国家,1984
排名第11,墨西哥,￥4577.87077亿元,美洲国家,1984
排名第12,西班牙,￥3991.07555亿元,欧洲国家,1984
排名第13,伊朗,￥3678.3208亿元,亚洲国家,1984
排名第14,巴西,￥3388.47432亿元,美洲国家,1984
排名第15,荷兰,￥3237.05228亿元,欧洲国家,1984
排名第16,阿根廷,￥2937.52723亿元,美洲国家,1984
排名第17,沙特阿拉伯,￥2776.63551亿元,亚洲国家,1984
排名第18,印度尼西亚,￥2488.52978亿元,亚洲国家,1984
排名第19,瑞典,￥2474.95193亿元,欧洲国家,1984
排名第20,瑞士,￥2466.85164亿元,欧洲国家,1984
排名第21,韩国,￥2241.99316亿元,亚洲国家,1984
排名第22,土耳其,￥1916.75143亿元,亚洲国家,1984
排名第23,比利时,￥1896.0249亿元,欧洲国家,1984
排名第24,南非,￥1794.48115亿元,非洲国家,1984
排名第25,波兰,￥1752.51747亿元,欧洲国家,1984
排名第26,奥地利,￥1551.75097亿元,欧洲国家,1984
排名第27,挪威,￥1440.90001亿元,欧洲国家,1984
排名第28,中国台湾,￥1417.85248亿元,亚洲,1984
排名第29,丹麦,￥1372.05915亿元,欧洲国家,1984
排名第30,委内瑞拉,￥1342.14146亿元,美洲国家,1984
排名第31,哥伦比亚,￥1243.61501亿元,美洲国家,1984
排名第32,芬兰,￥1230.77988亿元,欧洲国家,1984
排名第33,阿尔及利亚,￥1195.61673亿元,非洲国家,1984
排名第34,希腊,￥1121.90177亿元,欧洲国家,1984
